111122211110120211200200121,0.18
111122211110120210200200121,0.0324
101102211110120210000200101,0.005832
101102201110120210000200101,0.00104976
101102201110120210200100201,0.000188957
101102221100100210000100201,3.40122e-005
101102221100100210000000201,6.1222e-006
101122211100100210000000201,1.102e-006
120110211100100210000000001,1.98359e-007
120110211100100200000000001,3.57047e-008
020110211100100200000000001,6.42684e-009
020010011100100200000000001,1.15683e-009
020010011100100200000000000,2.0823e-010
020010011000100200000000000,3.74813e-011
000010011000000200000000000,6.74664e-012
000000011000000200000000000,1.2144e-012
000000111000000200000000000,2.18591e-013
000000011000000000000000000,3.93464e-014
000000010000000000000000000,7.08235e-015
202222222220220220200200222,0
202202222220220220200200222,0
202202222220220220200200202,0
202202202200220220200200202,0
202202202200200220200200202,0
202202202200200220000200202,0
200222222200200220000000202,0
200220222200200220000000202,0
220220222200200220000000202,0
020020222200200200000000002,0
020020222200200200000000202,0
020020022200200200000000202,0
020020022000000200000000000,0
000020022000000200000000000,0
000020222000000200000000000,0
000000022000000200000000000,0
000000222000000200000000000,0
000000022000000200000000000,0
